Category,ExplodedSiteRange,WHOCode,Rollup,Rollup2,SiteRange,HistologyExplode
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9702
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9701
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9700
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9699
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9698
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9695
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9691
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9690
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9689
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9688
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9687
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9684
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9680
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9679
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9678
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9675
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9673
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9671
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9670
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9597
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9596
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9595
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9594
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9593
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9592
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9591
NHL - Nodal,99,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9590
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9837
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9827
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9823
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9818
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9817
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9816
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9815
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9814
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9813
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9812
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9811
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9738
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9737
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9735
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9729
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9728
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9727
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9726
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9725
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9724
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9719
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9718
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9717
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9716
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9715
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9714
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9712
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9709
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9708
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9705
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9702
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9701
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9700
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9699
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9698
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9695
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9691
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9690
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9689
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9688
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9687
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9684
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9680
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9679
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9678
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9675
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9673
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9671
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9670
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9597
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9596
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9595
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9594
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9593
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9592
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9591
NHL - Nodal,111,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9590
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9837
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9827
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9823
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9818
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9817
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9816
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9815
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9814
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9813
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9812
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9811
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9738
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9737
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9735
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9729
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9728
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9727
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9726
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9725
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9724
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9719
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9718
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9717
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9716
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9715
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9714
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9712
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9709
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9708
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9705
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9702
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9701
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9700
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9699
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9698
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9695
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9691
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9690
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9689
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9688
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9687
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9684
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9680
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9679
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9678
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9675
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9673
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9671
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9670
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9597
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9596
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9595
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9594
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9593
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9592
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9591
NHL - Nodal,142,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9590
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9837
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9827
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9823
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9818
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9817
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9816
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9815
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9814
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9813
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9812
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9811
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9738
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9737
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9735
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9729
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9728
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9727
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9726
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9725
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9724
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9719
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9718
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9717
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9716
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9715
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9714
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9712
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9709
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9708
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9705
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9702
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9701
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9700
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9699
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9698
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9695
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9691
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9690
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9689
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9688
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9687
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9684
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9680
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9679
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9678
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9675
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9673
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9671
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9670
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9597
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9596
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9595
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9594
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9593
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9592
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9591
NHL - Nodal,379,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9590
NHL - Nodal,422,33041,Non-Hodgkin lymphoma,Lymphoma,"C024, C098, C099, C111, C142, C379, C422, C770-C779",9837
